Carroll J	LAD	SS	919	2522	417	695	107	20	12	197	294	419	53	30	0.276	0.351	0.348	0.699	2.286	3.625	6
Ramirez H	FLA	SS	760	2982	562	934	198	24	124	389	325	541	196	59	0.313	0.381	0.52	0.901	11	9.855	6
Drew S	ARI	SS	647	2461	332	669	147	46	65	276	226	454	29	9	0.272	0.333	0.448	0.781	4.65	3.926	6
Barmes C	HOU	SS	665	2291	292	582	131	15	61	285	125	397	39	25	0.254	0.293	0.404	0.697	3.925	3.509	6
Cedeno R	PIT	SS	573	1713	180	419	72	13	31	164	85	364	32	15	0.245	0.28	0.356	0.636	1.85	1.441	6
Tejada M	SF	SS	2027	7956	1187	2285	447	23	300	1256	535	1019	80	34	0.287	0.332	0.462	0.794	6.5	7.949	6
Andino R	BAL	SS	173	403	48	91	19	0	6	28	28	99	6	4	0.226	0.276	0.318	0.594	0.422	0.414	6
Janish P	CIN	SS	210	536	64	121	33	0	7	47	55	88	3	3	0.226	0.298	0.326	0.624	0.438	0.414	6
Scutaro M	BOS	SS	990	3373	479	901	188	13	61	350	350	448	40	16	0.267	0.336	0.385	0.721	5.5	3.755	6
Cabrera M	KC	LF	716	2381	300	635	117	15	40	270	213	310	51	15	0.267	0.327	0.379	0.706	1.25	4.131	7
Gordon A	KC	LF	408	1442	194	352	87	5	45	161	162	362	29	11	0.244	0.32	0.405	0.725	1.4	2.278	7
Pierre J	CWS	LF	1593	6184	900	1842	217	82	14	434	385	384	527	173	0.298	0.339	0.366	0.705	8.5	6.919	7
Lee C	HOU	LF	1797	6848	1006	1967	404	14	331	1192	538	875	118	44	0.287	0.339	0.495	0.834	12.922	19.805	7
Ludwick R	PIT	LF	651	2151	310	573	125	7	104	375	205	544	16	16	0.266	0.33	0.476	0.806	6.775	5.916	7
Ibanez R	PHI	LF	1673	5852	863	1660	346	42	232	970	570	1014	42	27	0.284	0.347	0.476	0.823	12.167	16.031	7
Boesch B	DET	LF	133	464	49	119	26	3	14	67	40	99	7	1	0.256	0.315	0.416	0.731	0.43	0.68	7
Braun R	MIL	LF	579	2316	397	711	149	20	128	420	184	467	63	18	0.307	0.358	0.554	0.912	4.288	6.681	7
Gardner B	NYY	LF	300	852	163	228	31	15	8	86	113	171	86	15	0.268	0.353	0.367	0.721	0.53	1.003	7
Gonzalez C	COL	LF	319	1167	195	349	70	17	51	172	81	286	46	13	0.299	0.345	0.519	0.864	1.5	2.465	7
Morrison L	FLA	LF	62	244	43	69	20	7	2	18	41	51	0	1	0.283	0.386	0.447	0.833	0.414	0.414	7
Crawford C	BOS	LF	1235	4992	765	1480	215	105	104	592	293	768	409	90	0.296	0.335	0.444	0.78	14.857	9.605	7
Patterson C	STL	LF	1097	3803	522	962	177	31	112	395	189	856	205	55	0.253	0.288	0.404	0.692	0.9	6.256	7
Soriano A	CHC	LF	1469	5907	928	1634	374	27	314	839	383	1310	262	72	0.277	0.321	0.509	0.829	19	13.804	7
Willingham J	OAK	LF	663	2219	320	588	130	13	103	336	302	515	25	6	0.265	0.353	0.475	0.828	6	5.253	7
Bay J	NYM	LF	1017	3661	627	1017	213	29	191	657	535	987	76	14	0.278	0.37	0.508	0.878	18.125	10.71	7
Hamilton J	TEX	LF	468	1776	288	553	111	12	93	331	164	365	28	8	0.311	0.37	0.544	0.914	8.75	5.168	7
Holliday M	STL	LF	1012	3833	668	1216	272	27	180	695	392	699	89	29	0.317	0.381	0.543	0.924	16.318	11.356	7
Rivera J	LAD	LF	817	2693	349	754	145	3	112	418	192	337	11	20	0.28	0.328	0.461	0.789	5.25	6.647	7
Jackson C	OAK	LF	544	1832	259	505	106	8	47	252	220	238	24	5	0.276	0.353	0.419	0.773	3.2	3.825	7
Jay J	STL	LF	105	287	47	86	19	2	4	27	24	50	2	4	0.3	0.354	0.422	0.775	0.416	0.414	7
Parra G	ARI	LF	253	819	90	227	40	14	8	90	48	165	6	7	0.277	0.317	0.389	0.707	0.426	1.071	7
Raburn R	DET	LF	379	981	156	269	59	6	39	155	79	249	14	7	0.274	0.328	0.466	0.794	1.3	2.176	7
Young D	MIN	LF	605	2311	288	675	137	8	59	344	102	429	33	19	0.292	0.322	0.435	0.757	5.375	5.389	7
Fuld S	TB	LF	98	131	23	33	7	1	1	5	23	18	2	1	0.252	0.364	0.344	0.707	0.418	0.414	7
Revere B	MIN	LF	13	28	1	5	0	0	0	2	2	5	0	1	0.179	0.233	0.179	0.412	0.414	0.414	7
Nix L	WSH	LF	483	1349	173	328	81	10	48	182	79	366	6	3	0.243	0.285	0.425	0.71	0.7	2.635	7
Coghlan C	FLA	LF	219	862	144	258	51	9	14	75	86	161	18	8	0.299	0.363	0.428	0.791	0.49	0.816	7
Tabata J	PIT	LF	102	405	61	121	21	4	4	35	28	57	19	7	0.299	0.344	0.4	0.744	0.428	0.414	7
Gomes J	WSH	LF	661	2056	302	508	101	13	104	321	216	621	38	19	0.247	0.319	0.461	0.779	1.75	4.998	7
Ellsbury J	BOS	CF	349	1372	222	399	60	18	20	130	102	178	136	24	0.291	0.34	0.405	0.744	2.4	2.005	8
Bourn M	ATL	CF	558	1735	269	456	65	25	11	108	173	384	173	37	0.263	0.33	0.348	0.678	4.4	1.367	8
Stubbs D	CIN	CF	192	694	118	179	24	7	30	94	70	217	40	10	0.258	0.326	0.442	0.768	0.45	0.961	8
Jones A	BAL	CF	472	1666	241	456	74	16	50	208	88	361	32	16	0.274	0.31	0.427	0.738	3.25	4.267	8
Young C	ARI	CF	628	2281	328	549	136	14	98	296	244	596	82	23	0.241	0.314	0.441	0.756	5.2	6.819	8
Granderson C	NYY	CF	810	3045	511	817	142	64	126	366	327	734	79	19	0.268	0.339	0.481	0.82	8.25	8.849	8
McCutchen A	PIT	CF	262	1003	168	287	61	14	28	110	124	172	55	15	0.286	0.365	0.459	0.823	0.453	1.425	8
Kemp M	LAD	CF	626	2260	349	645	107	24	89	331	176	581	104	39	0.285	0.337	0.472	0.809	7.1	7.834	8
Jackson A	DET	CF	151	618	103	181	34	10	4	41	47	170	27	6	0.293	0.343	0.4	0.743	0.44	0.414	8
Brantley M	CLE	CF	100	409	48	108	13	3	3	33	30	57	14	6	0.264	0.314	0.333	0.647	0.422	0.414	8
Upton B	TB	CF	667	2435	378	633	146	13	67	288	314	690	165	51	0.26	0.344	0.413	0.758	4.825	6.587	8
Rios A	CWS	CF	997	3784	551	1065	230	39	105	492	268	689	151	49	0.281	0.329	0.446	0.775	12.5	12.503	8
Crisp C	OAK	CF	907	3396	514	941	180	35	67	365	289	502	169	51	0.277	0.334	0.41	0.744	5.75	8.82	8
Rasmus C	TOR	CF	291	938	157	247	50	5	39	118	99	243	15	9	0.263	0.334	0.452	0.786	0.443	1.657	8
Maybin C	SD	CF	167	545	93	134	24	5	13	45	47	171	18	5	0.246	0.306	0.38	0.686	0.429	0.414	8
Bonifacio E	FLA	CF	259	829	133	208	24	14	1	53	69	186	39	14	0.251	0.308	0.317	0.626	0.425	0.414	8
Victorino S	PHI	CF	789	2733	447	761	139	42	62	293	226	355	143	34	0.278	0.334	0.428	0.762	7.5	6.732	8
Wells V	LAA	CF	1393	5470	789	1529	339	30	223	813	406	762	90	29	0.28	0.329	0.475	0.804	26.188	21.812	8
Bourjos P	LAA	CF	51	181	19	37	6	4	6	15	6	40	10	3	0.204	0.23	0.381	0.611	0.414	0.414	8
Pagan A	NYM	CF	418	1331	195	379	76	23	26	153	105	231	63	19	0.285	0.337	0.435	0.772	3.5	2.672	8
Davis R	TOR	CF	476	1333	194	375	72	14	12	128	86	219	143	38	0.281	0.325	0.383	0.708	2.5	1.947	8
Fowler D	COL	CF	280	898	149	233	49	24	10	70	124	225	40	19	0.259	0.349	0.401	0.75	0.424	0.414	8
Rowand A	SF	CF	1249	4039	579	1115	245	16	132	515	251	829	65	27	0.276	0.318	0.443	0.761	13.6	13.17	8
Byrd M	CHC	CF	937	3246	464	914	193	25	72	401	246	613	46	19	0.282	0.332	0.423	0.755	5.5	9.864	8
Torres A	SF	CF	303	916	147	231	55	20	23	99	89	230	41	15	0.252	0.318	0.431	0.75	2.2	1.106	8
McLouth N	ATL	CF	650	2054	361	517	128	12	77	254	226	405	83	13	0.252	0.326	0.438	0.764	7	5.601	8
Span D	MIN	CF	391	1554	252	448	56	27	17	173	180	223	67	21	0.288	0.362	0.392	0.754	1	3.252	8
Ankiel R	WSH	CF	415	1251	186	311	64	7	55	181	113	339	10	5	0.249	0.311	0.443	0.754	1.5	3.484	8
Gutierrez F	SEA	CF	589	1940	264	507	97	8	52	219	148	451	58	14	0.261	0.314	0.4	0.714	4.313	4.586	8
Gwynn T	LAD	CF	366	924	112	225	26	12	5	56	107	161	42	14	0.244	0.322	0.314	0.636	0.675	0.414	8
Suzuki I	SEA	RF	1588	6779	1047	2244	258	71	90	558	457	683	383	88	0.331	0.373	0.43	0.803	18	20.587	9
Markakis N	BAL	RF	785	2990	448	891	206	11	89	422	332	487	43	17	0.298	0.368	0.464	0.832	10.6	9.22	9
Upton J	ARI	RF	421	1514	225	412	84	19	60	207	184	446	40	17	0.272	0.351	0.472	0.823	4.458	4.792	9
Pence H	PHI	RF	579	2247	303	644	119	21	92	314	163	433	54	35	0.287	0.335	0.481	0.816	6.9	6.991	9
Francoeur J	KC	RF	845	3196	402	856	167	16	101	465	168	603	23	18	0.268	0.304	0.425	0.729	2.5	9.838	9
Hunter T	LAA	RF	1651	6067	907	1667	358	29	258	969	477	1176	172	81	0.275	0.328	0.471	0.799	18.5	18.451	9
Bruce J	CIN	RF	357	1267	190	325	55	8	68	180	129	321	12	13	0.257	0.325	0.474	0.799	2.792	4.051	9
Werth J	WSH	RF	775	2519	433	684	138	15	120	406	361	727	77	11	0.272	0.363	0.481	0.844	10.571	7.807	9
Cuddyer M	MIN	RF	1000	3543	536	956	210	33	121	510	363	710	41	15	0.27	0.338	0.45	0.788	10.5	10.879	9
Ethier A	LAD	RF	719	2481	353	722	165	18	98	384	270	451	19	17	0.291	0.361	0.491	0.851	9.5	7.693	9
